catalog,title,field,modified
Medicaid,NADAC,otc,2025-07-08
Medicaid,NADAC,explanation_code,2025-07-08
Medicaid,NADAC,classification_for_rate_setting,2025-07-08
Medicaid,NADAC,corresponding_generic_drug_nadac_per_unit,2025-07-08
Medicaid,NADAC,corresponding_generic_drug_effective_date,2025-07-08
Medicaid,NADAC,as_of_date,2025-07-08
Medicaid,Pricing Comparison for Blood Disorder Treatments,blood_disorder_product_group,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,aac_non340b_a,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,wac_b,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,wac_equivalence_to_aac_ab__1,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,awp_c,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,awp_equivalence_to_aac_ac__1,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,awp__16_d,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,awp__16_equivalence_to_aac_ad__1,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,medicare_allowable_asp__6__0238_per_unit_e,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,medicare_allowable_equivalence_to_aac_ae__1,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,asp__6_f,2025-06-30
Medicaid,Pricing Comparison for Blood Disorder Treatments,asp__6_equivalence_to_aac_af__1,2025-06-30
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,ndc1,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,ndc2,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,ndc3,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,labeler_name,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,labeler_status,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,fda_name,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,cod_status,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,fda_application_number,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,drug_category,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,drug_type,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,line_extension,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,fda_approval_date,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,market_date,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,unit_type,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,unit_per_package_size,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,therapeutic_equivalent_code,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,5i_indicator,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,purchased_product_date,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,coverage_effective_date,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,drug_termination_date,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,drug_reactivation_date,2025-07-14
Medicaid,Product Data for Newly Reported Drugs in the Medicaid Drug Rebate Program,date_reported_to_cms,2025-07-14
Medicaid,State Drug Utilization Data,utilization_type,2025-05-14
Medicaid,State Drug Utilization Data,state,2025-05-14
Medicaid,State Drug Utilization Data,ndc,2025-05-14
Medicaid,State Drug Utilization Data,labeler_code,2025-05-14
Medicaid,State Drug Utilization Data,product_code,2025-05-14
Medicaid,State Drug Utilization Data,package_size,2025-05-14
Medicaid,State Drug Utilization Data,year,2025-05-14
Medicaid,State Drug Utilization Data,quarter,2025-05-14
Medicaid,State Drug Utilization Data,suppression_used,2025-05-14
Medicaid,State Drug Utilization Data,product_name,2025-05-14
Medicaid,State Drug Utilization Data,units_reimbursed,2025-05-14
Medicaid,State Drug Utilization Data,number_of_prescriptions,2025-05-14
Medicaid,State Drug Utilization Data,total_amount_reimbursed,2025-05-14
Medicaid,State Drug Utilization Data,medicaid_amount_reimbursed,2025-05-14
Medicaid,State Drug Utilization Data,non_medicaid_amount_reimbursed,2025-05-14
