catalog,title,field,modified
Provider,Dialysis Facility - Listing by Facility,mortality_rate_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,shr_date,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_hospitalization_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_hospitalization_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_included_in_hospitalization_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hospitalization_rate_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hospitalization_rate_upper_confidence_limit_975,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hospitalization_rate_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,srr_date,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_hospital_readmission_category,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_hospital_readmission_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_hospitalizations_included_in_hospital_readmission_fc2b,2025-03-24
Provider,Dialysis Facility - Listing by Facility,readmission_rate_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,readmission_rate_upper_confidence_limit_975,2025-03-24
Provider,Dialysis Facility - Listing by Facility,readmission_rate_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,strr_date,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_transfusion_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_transfusion_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_included_in_the_transfusion_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,transfusion_rate_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,transfusion_rate_upper_confidence_limit_975,2025-03-24
Provider,Dialysis Facility - Listing by Facility,transfusion_rate_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,swr_date,2025-03-24
Provider,Dialysis Facility - Listing by Facility,swr_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_transplant_waitlist_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_in_this_facility_for_swr,2025-03-24
Provider,Dialysis Facility - Listing by Facility,standardized_first_kidney_transplant_waitlist_ratio,2025-03-24
Provider,Dialysis Facility - Listing by Facility,95_ci_upper_limit_for_swr,2025-03-24
Provider,Dialysis Facility - Listing by Facility,95_ci_lower_limit_for_swr,2025-03-24
Provider,Dialysis Facility - Listing by Facility,pppw_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_prevalent_transplant_waitlist_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_for_pppw,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_prevalent_patients_waitlisted,2025-03-24
Provider,Dialysis Facility - Listing by Facility,95_ci_upper_limit_for_pppw,2025-03-24
Provider,Dialysis Facility - Listing by Facility,95_ci_lower_limit_for_pppw,2025-03-24
Provider,Dialysis Facility - Listing by Facility,sedr_date,2025-03-24
Provider,Dialysis Facility - Listing by Facility,sedr_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,emergency_department_encounter_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_included_in_sedr_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,standardized_ed_visits_ratio_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,sedr_upper_confidence_limit_975,2025-03-24
Provider,Dialysis Facility - Listing by Facility,sedr_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,ed30_date,2025-03-24
Provider,Dialysis Facility - Listing by Facility,ed30_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,emergency_department_encounter_ratio_occurring_within_30_da_f8e3,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_hospitalizations_included_in_ed30_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,standardized_ed_visits_within_30_days_of_hospital_discharge_6307,2025-03-24
Provider,Dialysis Facility - Listing by Facility,ed30_upper_confidence_limit_975,2025-03-24
Provider,Dialysis Facility - Listing by Facility,ed30_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,years_modality_switch_based_upon,2025-03-24
Provider,Dialysis Facility - Listing by Facility,smosr_classification_category_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,modality_switch_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,smosr_number_of_eligible_patients_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,smosr_standardized_modality_switch_ratio_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,smosr_upper_confidence_limit_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,smosr_lower_confidence_limit_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,sir_date,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_infection_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,patient_infection_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,standard_infection_ratio,2025-03-24
Provider,Dialysis Facility - Listing by Facility,sir_upper_confidence_limit_975,2025-03-24
Provider,Dialysis Facility - Listing by Facility,sir_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,fistula_category_text,2025-03-24
Provider,Dialysis Facility - Listing by Facility,fistula_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_included_in_fistula_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,fistula_rate_facility,2025-03-24
Provider,Dialysis Facility - Listing by Facility,fistula_rate_upper_confidence_limit_975,2025-03-24
Provider,Dialysis Facility - Listing by Facility,fistula_rate_lower_confidence_limit_25,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hcp_vaccination_data_collection_dates,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hcp_vaccination_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,healthcare_worker_covid19_vaccination_adherence_percentage,2025-03-24
Provider,Dialysis Facility - Listing by Facility,adult_hd_ktv_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_adult_hd_patients_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_adult_hd_patientmonths_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percent_of_adult_hd_patients_with_ktv__12,2025-03-24
Provider,Dialysis Facility - Listing by Facility,adult_pd_ktv_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_adult_pd_patients_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_adult_pd_patientmonths_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_pd_pts_with_ktv__17,2025-03-24
Provider,Dialysis Facility - Listing by Facility,pediatric_hd_ktv_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_pediatric_hd_patients_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_pediatric_hd_patientmonths_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_pediatric_hd_patients_with_ktv__12,2025-03-24
Provider,Dialysis Facility - Listing by Facility,pediatric_pd_ktv_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_pediatric_pd_patients_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_pediatric_pd_patientmonths_with_ktv_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_pediatric_pd_patients_with_ktv18,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_medicare_patients_with_hgb10_gdl,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hgb10_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_medicare_patients_with_hgb12_gdl,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hgb__12_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_dialysis_patients_with_hgb_data,2025-03-24
Provider,Dialysis Facility - Listing by Facility,hypercalcemia_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_in_hypercalcemia_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patientmonths_in_hypercalcemia_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_patients_with_hypercalcemia_serum_calci_044d,2025-03-24
Provider,Dialysis Facility - Listing by Facility,serum_phosphorus_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_in_serum_phosphorus_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patientmonths_in_serum_phosphorus_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_patients_with_serum_phosphorus_less_tha_c222,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_patients_with_serum_phosphorus_between__85e8,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_patients_with_serum_phosphorus_between__fad7,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_patients_with_serum_phosphorus_between__ff32,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_patients_with_serum_phosphorus_greater__d8e3,2025-03-24
Provider,Dialysis Facility - Listing by Facility,long_term_catheter_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_in_long_term_catheter_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patient_months_in_long_term_catheter_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_adult_patients_with_long_term_catheter_in_use,2025-03-24
Provider,Dialysis Facility - Listing by Facility,npcr_data_availability_code,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patients_in_npcr_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,number_of_patientmonths_in_npcr_summary,2025-03-24
Provider,Dialysis Facility - Listing by Facility,percentage_of_pediatric_hd_patients_with_npcr,2025-03-24
Provider,Dialysis Facility - National Averages,country,2025-03-24
Provider,Dialysis Facility - National Averages,transfusion_rate_us,2025-03-24
Provider,Dialysis Facility - National Averages,transfusions__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,transfusions__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,transfusions__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_hd_patients_with_ktv12,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_pd_patients_with_ktv17,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_pediatric_hd_patients_with_ktv12,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_pediatric_pd_patients_with_ktv18,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_pediatric_hd_patients_with_npcr,2025-03-24
Provider,Dialysis Facility - National Averages,fistula_rate_us,2025-03-24
Provider,Dialysis Facility - National Averages,fistula_rate__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,fistula_rate__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,fistula_rate__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_patients_with_long_term_catheter_in_use,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_patients_with_hypercalcemia_serum_calci_044d,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_patients_with_serum_phosphorus_less_tha_c222,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_patients_with_serum_phosphorus_between__85e8,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_patients_with_serum_phosphorus_between__fad7,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_patients_with_serum_phosphorus_between__ff32,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_adult_patients_with_serum_phosphorus_greater__d8e3,2025-03-24
Provider,Dialysis Facility - National Averages,hospitalization_rate_us,2025-03-24
Provider,Dialysis Facility - National Averages,hospitalizations__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,hospitalizations__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,hospitalizations__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,readmission_rate_us,2025-03-24
Provider,Dialysis Facility - National Averages,hospital_readmission__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,hospital_readmission__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,hospital__readmission__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,mortality_rate_us,2025-03-24
Provider,Dialysis Facility - National Averages,survival__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,survival__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,survival__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,standardized_first_kidney_transplant_waitlist_ratio_us,2025-03-24
Provider,Dialysis Facility - National Averages,incident_patients_transplant_waitlisting__better_than_expec_a24d,2025-03-24
Provider,Dialysis Facility - National Averages,incident_patients_transplant_waitlisting__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,incident_patients_transplant_waitlisting__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_prevalent_patients_waitlisted_us,2025-03-24
Provider,Dialysis Facility - National Averages,prevalent_patients_transplant_waitlisting_better_than_expec_c0cd,2025-03-24
Provider,Dialysis Facility - National Averages,prevalent_patients_transplant_waitlisting__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,prevalent_patients_transplant_waitlisting__worse_than_expec_e6e9,2025-03-24
Provider,Dialysis Facility - National Averages,healthcare_worker_covid19_vaccination_adherence_percentage_us,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_patients_with_hgb10_gdl_us,2025-03-24
Provider,Dialysis Facility - National Averages,percentage_of_patients_with_hgb12_gdl_us,2025-03-24
Provider,Dialysis Facility - National Averages,infection__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,infection__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,infection__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,standardized_ed_visits_ratio_us,2025-03-24
Provider,Dialysis Facility - National Averages,sedr__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,sedr__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,sedr__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,standardized_ed_visits_within_30_days_of_hospital_discharge_d0c6,2025-03-24
Provider,Dialysis Facility - National Averages,ed30__better_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,ed30__as_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,ed30__worse_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,standardized_modality_switch_ratio,2025-03-24
Provider,Dialysis Facility - National Averages,n_for_smsr_category_1_smsrbetter_than_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,n_for_smsr_category_2_smsras_expected_us,2025-03-24
Provider,Dialysis Facility - National Averages,n_for_smsr_category_3_smsrworse_than_expected_us,2025-03-24
Provider,Dialysis Facility - State Averages,state,2025-03-24
Provider,Dialysis Facility - State Averages,survival_better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,survival_as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,survival_worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,hospitalizations_better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,hospitalizations_as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,hospitalizations_worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,hospital_readmission__better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,hospital_readmission__as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,hospital__readmission__worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,transfusions_better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,transfusions_as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,transfusions_worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,infection_better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,infection_as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,infection_worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_hd_patients_with_ktv12,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_pd_patients_with_ktv17,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_pediatric_hd_patients_with_ktv12,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_pediatric_pd_patients_with_ktv18,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_pediatric_hd_patients_with_npcr_in_use,2025-03-24
Provider,Dialysis Facility - State Averages,fistula_rate__better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,fistula_rate__as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,fistula_rate__worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_patients_with_long_term_catheter_in_use,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_patients_with_hypercalcemia_serum_calci_044d,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_patients_with_serum_phosphorus_less_tha_c222,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_patients_with_serum_phosphorus_between__85e8,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_patients_with_serum_phosphorus_between__fad7,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_patients_with_serum_phosphorus_between__ff32,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_adult_patients_with_serum_phosphorus_greater__d8e3,2025-03-24
Provider,Dialysis Facility - State Averages,incident_patients_transplant_waitlisting_better_than_expect_49e4,2025-03-24
Provider,Dialysis Facility - State Averages,incident_patients_transplant_waitlisting__as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,incident_patients_transplant_waitlisting__worse_than_expect_9b13,2025-03-24
Provider,Dialysis Facility - State Averages,prevalent_patients_transplant_waitlisting_better_than_expec_c046,2025-03-24
Provider,Dialysis Facility - State Averages,prevalent_patients_transplant_waitlisting__as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,prevalent_patients_transplant_waitlisting__worse_than_expec_eeb0,2025-03-24
Provider,Dialysis Facility - State Averages,healthcare_worker_covid19_vaccination_adherence_percentage_state,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_patients_with_hgb10_gdl_state,2025-03-24
Provider,Dialysis Facility - State Averages,percentage_of_patients_with_hgb12_gdl_state,2025-03-24
Provider,Dialysis Facility - State Averages,sedr__better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,sedr__as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,sedr__worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,ed30__better_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,ed30__as_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,ed30__worse_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,n_for_smsr_category_1_smsrbetter_than_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,n_for_smsr_category_2_smsras_expected_state,2025-03-24
Provider,Dialysis Facility - State Averages,n_for_smsr_category_3_smsrworse_than_expected_state,2025-03-24
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,facility_name,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,cms_certification_number_ccn,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,alternate_ccn,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,address,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,city,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,state,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,zip_code,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,network,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,measure_name,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,clinical_depression_screening_and_followup_measure_score,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,clinical_depression_screening_and_followup_reason_for_no_sc_475f,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,state_average_clinical_depression_measure_score,2024-12-03
Provider,ESRD QIP - Clinical Depression Screening and Follow-up - Payment Year 2025,national_average_clinical_depression_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,facility_name,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,cms_certification_number_ccn,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,alternate_ccn,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,address,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,city,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,state,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,zip_code,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,network,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_reason_for_no_score_see_footnotes_file,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_achievement_measure_rate,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,number_of_patients_included_in_longterm_catheter_measure_sc_b8e0,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_achievement_period_numerator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_achievement_period_denominator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_improvement_measure_rate,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_improvement_period_numerator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_improvement_period_denominator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,longterm_catheter_measure_score_applied,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,national_average_longterm_catheter_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_reason_for_no_score_see_footnotes_file,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_achievement_measure_rate,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,number_of_patients_included_in_standardized_fistula_measure_7b8c,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_achievement_period_numerator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_achievement_period_denominator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_improvement_measure_rate,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_improvement_period_numerator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_improvement_period_denominator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,standardized_fistula_measure_score_applied,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,national_average_standardized_fistula_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,vascular_access_combined_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,vascular_access_combined_reason_for_no_score_see_footnotes_file,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,national_average_vascular_access_combined_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_measure_score,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_reason_for_no_score_see_footnotes_file,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_achievement_measure_rate,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,number_of_patients_included_in_ktv_comprehensive_measure_sc_6b75,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_achievement_period_numerator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_achievement_period_denominator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_improvement_measure_rate,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_improvement_period_numerator,2024-12-03
Provider,ESRD QIP - Complete QIP Data - Payment Year 2025,ktv_comprehensive_improvement_period_denominator,2024-12-03
